Timestamp,Source IP Address,Destination IP Address,Source Port,Destination Port,Protocol,Packet Length,Packet Type,Traffic Type,Payload Data,Malware Indicators,Anomaly Scores,Alerts/Warnings,Attack Type,Attack Signature,Action Taken,Severity Level,User Information,Device Information,Network Segment,Geo-location Data,Proxy Information,Firewall Logs,IDS/IPS Alerts,Log Source,Cluster,Distance
2023-08-04 15:40:34,159.117.195.114,190.24.124.138,58762,2920,ICMP,169,Data,HTTP,Expedita consequatur nobis deserunt. Ipsam cumque commodi quo odit non velit. Adipisci quasi sed numquam.,,9.38,,Intrusion,Known Pattern A,Ignored,High,Tarini Doshi,"Mozilla/5.0 (iPad; CPU iPad OS 14_2_1 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) FxiOS/15.3l0427.0 Mobile/78E838 Safari/536.2",Segment A,"Tenali, Karnataka",106.40.248.186,Log Data,,Server,1,2.2084575755737936
2023-04-18 07:49:42,109.6.25.91,137.237.49.129,64124,63738,TCP,195,Control,FTP,Esse placeat atque eveniet facilis harum. Qui facilis ducimus ipsa ipsum odio incidunt voluptatem. Reprehenderit iusto a assumenda.,IoC Detected,82.46,Alert Triggered,Intrusion,Known Pattern A,Ignored,Medium,Chirag Dubey,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1 rv:2.0; mag-IN) AppleWebKit/535.6.4 (KHTML, like Gecko) Version/4.0.3 Safari/535.6.4",Segment A,"Eluru, Goa",179.252.241.57,,,Firewall,1,2.4205576134674525
2023-05-22 16:46:56,205.151.104.212,213.130.106.226,62596,62724,ICMP,292,Control,HTTP,"Occaecati laboriosam deserunt mollitia nostrum et. Maiores consequuntur ex ex doloribus eaque.
Nemo harum magnam non explicabo. Debitis voluptas natus qui.",,78.37,Alert Triggered,DDoS,Known Pattern A,Blocked,High,Uthkarsh Barad,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.01; Trident/4.0),Segment C,"Tumkur, Jharkhand",9.194.186.97,Log Data,,Server,1,2.2998829789282147
2020-02-10 12:49:51,80.59.195.36,137.215.206.105,2783,2262,UDP,247,Data,FTP,Vel soluta temporibus nulla labore ab. Eius veritatis recusandae dicta. Dolorum dolorum exercitationem tempore fugiat voluptas perspiciatis.,,82.13,Alert Triggered,Malware,Known Pattern A,Blocked,High,Renee Bera,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; mni-IN) AppleWebKit/531.10.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B118 Safari/6531.10.5",Segment B,"Vellore, Gujarat",125.112.222.79,,,Firewall,1,2.297235095975175
2023-05-05 11:43:58,173.166.11.119,11.211.231.233,62999,62425,UDP,246,Control,HTTP,"Quas commodi esse perferendis tempora sunt.
Totam dolores quam incidunt cupiditate. Commodi suscipit dolore recusandae dolorum.",IoC Detected,13.98,Alert Triggered,Intrusion,Known Pattern A,Ignored,Low,Kavya Yogi,"Mozilla/5.0 (iPad; CPU iPad OS 3_1_3 like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) FxiOS/13.0p4018.0 Mobile/75J781 Safari/535.1",Segment B,"Ahmedabad, Goa",72.243.126.171,,,Firewall,1,2.313158422045386
2022-12-07 05:16:56,63.180.185.23,183.28.221.45,64622,5623,TCP,421,Data,HTTP,"Non molestiae nam consequatur deserunt. Et provident eaque non natus culpa.
Quas necessitatibus vitae. Nostrum ea ut id officiis aperiam architecto.",IoC Detected,4.2,,DDoS,Known Pattern A,Ignored,Medium,Saanvi Sawhney,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.0; Trident/4.1),Segment B,"Davanagere, Uttar Pradesh",25.198.36.125,Log Data,,Firewall,2,2.234949228080203
2020-10-22 18:07:37,11.122.94.244,221.144.189.53,3318,4875,ICMP,387,Data,HTTP,Accusantium magni occaecati error quibusdam vero nulla. Vero rerum cumque aperiam. Quaerat voluptatum enim unde.,,96.0,,Intrusion,Known Pattern B,Blocked,Low,Faiyaz Toor,"Mozilla/5.0 (Linux; Android 2.3.4) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/48.0.893.0 Safari/534.1",Segment A,"Bahraich, Karnataka",,,,Server,1,2.1669841004538704
2022-07-28 22:35:26,52.159.6.54,87.67.219.117,62968,58383,TCP,133,Control,HTTP,Sint deserunt eligendi mollitia voluptatem molestias praesentium. Magni at odit error. Amet earum dolor aliquid.,,4.28,,DDoS,Known Pattern A,Blocked,Low,Saira Korpal,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_4 rv:6.0; km-KH) AppleWebKit/533.4.4 (KHTML, like Gecko) Version/4.0.3 Safari/533.4.4",Segment C,"Thanjavur, Gujarat",,,,Server,1,2.2150337991144933
2022-11-05 10:12:38,155.103.237.143,36.223.243.139,4502,61736,TCP,327,Data,FTP,Sint aspernatur ipsam deserunt nemo aliquid beatae. Exercitationem itaque accusantium mollitia eveniet accusantium asperiores. Aliquid a hic.,,31.45,,Intrusion,Known Pattern B,Ignored,Medium,Diya Dara,Opera/9.59.(Windows 95; ce-RU) Presto/2.9.174 Version/11.00,Segment B,"Amravati, Jharkhand",153.211.216.253,Log Data,Alert Data,Firewall,1,2.143412245207165
2022-02-13 08:15:06,99.145.235.239,133.165.8.122,63966,57514,ICMP,386,Control,FTP,Exercitationem minus laborum. Reprehenderit velit similique accusamus aliquam debitis exercitationem. Aliquam similique consectetur earum adipisci quis. Ea eum occaecati sunt illo voluptatum.,IoC Detected,6.46,,Intrusion,Known Pattern B,Ignored,Low,Mishti Deshpande,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.0; Trident/5.1),Segment C,"Maheshtala, Gujarat",147.203.177.102,Log Data,,Firewall,2,2.1463147592446146
2021-11-12 11:43:15,191.105.211.219,102.68.97.209,64265,60980,UDP,375,Control,HTTP,"Ipsa debitis ipsam excepturi. Facilis perspiciatis ea pariatur similique natus hic.
Ullam rerum ex repellat. Saepe accusantium ab. Pariatur consectetur quod quisquam nobis numquam blanditiis.",,54.29,Alert Triggered,Malware,Known Pattern B,Ignored,Medium,Umang Dora,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_4 rv:3.0; raj-IN) AppleWebKit/533.39.7 (KHTML, like Gecko) Version/5.0.2 Safari/533.39.7",Segment A,"Surendranagar Dudhrej, Bihar",,,Alert Data,Firewall,2,2.2868882088651237
2020-02-19 00:57:17,52.28.171.247,48.99.34.123,56352,64163,TCP,165,Data,FTP,At perspiciatis perferendis dolorum. Odio quasi soluta atque recusandae iure nisi vero. Laboriosam illum magni libero omnis officia.,,10.0,Alert Triggered,Intrusion,Known Pattern A,Ignored,High,Madhav Dada,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2; rv:1.9.5.20) Gecko/9783-03-27 19:34:07 Firefox/3.6.9,Segment C,"Jalandhar, Punjab",,,Alert Data,Firewall,1,2.1724726376304693
2021-06-18 04:04:09,79.129.233.255,197.29.54.239,64288,64378,ICMP,131,Data,DNS,"Facilis voluptate illo magni provident explicabo aliquam.
Tempore nulla iste nemo vero. Recusandae soluta molestiae ea.",IoC Detected,25.03,Alert Triggered,Malware,Known Pattern A,Logged,Medium,Indrajit Srinivas,"Mozilla/5.0 (Windows NT 5.0) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/60.0.866.0 Safari/536.1",Segment B,"Rajahmundry, Rajasthan",,,Alert Data,Firewall,1,2.4778403058030074
2022-02-26 23:39:24,210.184.67.173,157.192.39.42,63158,63675,UDP,85,Control,HTTP,Reiciendis sequi ducimus laboriosam cumque libero iure nulla. Tempora voluptates tenetur dolore quidem similique sunt placeat.,IoC Detected,86.44,,DDoS,Known Pattern A,Ignored,Medium,Priyansh Bajaj,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; mg-MG) AppleWebKit/535.48.7 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6535.48.7",Segment C,"Tumkur, Punjab",198.97.3.16,Log Data,Alert Data,Server,1,2.4354449335400448
2021-08-19 02:38:47,138.221.192.101,188.244.222.133,64246,9337,ICMP,115,Control,HTTP,Quisquam nobis molestias eos. Est soluta sint deserunt voluptate nulla voluptatem. Beatae officia explicabo porro nisi facilis accusamus.,,85.01,Alert Triggered,DDoS,Known Pattern B,Blocked,Low,Ishaan Shenoy,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_6; rv:1.9.5.20) Gecko/4206-04-11 01:06:27 Firefox/12.0,Segment B,"Yamunanagar, Nagaland",3.236.191.195,Log Data,Alert Data,Firewall,1,2.2232670186580825
2020-07-16 18:43:16,102.252.189.190,217.119.248.199,64556,61008,ICMP,205,Control,FTP,Sapiente exercitationem officia fugit officia laudantium doloremque. Dignissimos eos sunt earum accusantium occaecati eius.,IoC Detected,68.85,Alert Triggered,Intrusion,Known Pattern A,Logged,Low,Neelofar Varkey,"Mozilla/5.0 (Linux; Android 4.0.3) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/42.0.863.0 Safari/531.0",Segment A,"Alappuzha, Arunachal Pradesh",74.74.37.237,Log Data,,Server,1,2.3363563789320545
2022-09-22 00:18:28,85.129.228.47,147.243.65.0,61655,5380,TCP,176,Control,FTP,Vitae sapiente quod dolorem hic laborum. Nostrum maxime delectus perspiciatis quidem autem. Sapiente est perspiciatis nulla.,,79.64,,DDoS,Known Pattern B,Ignored,High,Yuvaan Raja,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/32.0.839.0 Safari/535.0",Segment C,"Amritsar, Jharkhand",,Log Data,,Server,1,2.2192821802819895
2022-04-10 15:01:18,23.4.248.59,216.177.224.15,3386,4360,TCP,218,Control,HTTP,"Nemo facere hic perferendis nulla. Molestias necessitatibus magnam.
Iusto accusantium earum. Maxime nesciunt esse cumque ab architecto modi. Unde sint ut recusandae consectetur in eligendi.",,4.56,,DDoS,Known Pattern B,Ignored,Low,Lagan Kothari,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.2; Trident/5.0),Segment C,"Pimpri-Chinchwad, Maharashtra",101.91.25.11,Log Data,Alert Data,Server,1,2.202866375499396
2021-07-26 17:14:43,202.61.191.173,58.101.10.6,64776,64211,TCP,1495,Control,DNS,"Minus nobis enim quae dolorem odit.
Saepe non omnis sunt. Nihil dicta sed blanditiis. Ipsa nam inventore.
Architecto pariatur distinctio aut quisquam optio. Et ex eum facere impedit ex.",IoC Detected,94.2,,Malware,Known Pattern A,Logged,Medium,Raunak Dugal,Opera/9.37.(X11; Linux i686; the-NP) Presto/2.9.182 Version/10.00,Segment A,"Aurangabad, Mizoram",,Log Data,Alert Data,Server,2,2.1349384514755734
2022-07-25 03:06:51,137.181.51.159,52.9.192.212,61033,59889,TCP,189,Data,FTP,In earum sapiente deserunt dolore deleniti. Eius facere aliquid repellat soluta ipsam. Velit ipsam odio iure iure placeat distinctio. Debitis modi tempora autem.,,32.04,Alert Triggered,DDoS,Known Pattern B,Ignored,High,Vedika Chander,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; ug-CN) AppleWebKit/535.10.7 (KHTML, like Gecko) Version/4.0.5 Mobile/8B119 Safari/6535.10.7",Segment A,"Sasaram, Meghalaya",110.221.248.204,Log Data,,Firewall,1,2.1630077167042017
2020-11-09 20:19:10,207.142.50.154,153.190.45.113,61966,1652,UDP,105,Data,HTTP,"Porro alias rerum id laudantium provident.
Porro soluta veniam dignissimos. Vel commodi nemo in recusandae odio.",,97.61,,DDoS,Known Pattern A,Blocked,High,Rasha Samra,Mozilla/5.0 (Android 2.3.5; Mobile; rv:44.0) Gecko/44.0 Firefox/44.0,Segment C,"Bongaigaon, Rajasthan",155.149.42.83,,,Server,1,2.4050275064428734
2020-05-01 17:25:56,201.110.225.159,208.127.160.9,4865,1076,TCP,254,Data,FTP,Veritatis aliquam nulla porro doloremque aspernatur eveniet numquam. In sit velit deserunt at voluptatem eius. Rerum quidem a in aut.,,44.68,Alert Triggered,Malware,Known Pattern B,Blocked,Medium,Tejas Lad,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_9 rv:3.0; raj-IN) AppleWebKit/533.18.2 (KHTML, like Gecko) Version/4.0.1 Safari/533.18.2",Segment A,"Ghaziabad, Jharkhand",,,,Server,1,2.268070630824279
2020-07-13 08:52:26,1.208.81.80,120.205.64.113,2401,63983,ICMP,243,Data,DNS,Maiores magni culpa mollitia aut cum impedit. Voluptatum amet modi aperiam itaque ipsam. Optio suscipit soluta aperiam. Minima sunt aperiam dicta suscipit eligendi.,,46.76,,DDoS,Known Pattern B,Blocked,Medium,Azad Tata,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/27.0.860.0 Safari/533.1",Segment A,"Serampore, Odisha",,Log Data,,Firewall,1,2.3216624187526675
2021-08-19 20:46:05,142.164.43.253,60.2.229.48,63067,62976,ICMP,349,Data,FTP,"Dolorum amet iure commodi adipisci architecto quidem. Totam expedita beatae esse dolores debitis suscipit.
Quibusdam vitae ea odit aut. Praesentium dolore ipsum.",IoC Detected,71.4,,Intrusion,Known Pattern B,Ignored,Low,Anay Jhaveri,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.0; Trident/3.1),Segment B,"Ajmer, Goa",,,,Server,1,2.3240124409228016
2022-01-08 15:15:20,18.132.243.151,197.154.81.167,60300,2962,UDP,185,Data,HTTP,Quod pariatur voluptatem libero nam dicta ad. Doloremque sunt dolorem nobis voluptatem consequuntur animi porro. Consequatur ex placeat saepe. Quis possimus sunt esse ea reprehenderit.,IoC Detected,64.11,,Intrusion,Known Pattern A,Ignored,High,Bhamini Lala,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/534.41.5 (KHTML, like Gecko) Version/5.0.5 Safari/534.41.5",Segment B,"Rourkela, Karnataka",,Log Data,Alert Data,Firewall,1,2.254875875111344
2022-07-06 07:22:44,18.136.132.79,10.96.5.42,65379,7974,ICMP,107,Control,HTTP,"Voluptates possimus ipsum amet explicabo tempore. Blanditiis veritatis corrupti error. Illo rerum corporis.
Reprehenderit corporis inventore sapiente voluptate consequatur dolorem.",,18.6,,DDoS,Known Pattern B,Ignored,Medium,Zaina Trivedi,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_8 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) CriOS/61.0.898.0 Mobile/21G753 Safari/532.0",Segment C,"Bhimavaram, Tamil Nadu",58.118.247.241,Log Data,,Firewall,1,2.317887305048497
2020-08-04 15:59:00,109.200.206.184,207.2.217.242,61602,65261,ICMP,96,Data,DNS,Placeat asperiores cupiditate consequuntur pariatur illum corrupti aperiam. Et ipsam quasi fugit nesciunt. Iste voluptatum dolorum aliquam.,,23.79,Alert Triggered,Malware,Known Pattern B,Logged,High,Kaira Kant,Opera/9.76.(X11; Linux x86_64; pl-PL) Presto/2.9.175 Version/12.00,Segment C,"Madhyamgram, Mizoram",,,Alert Data,Server,1,2.4318929780148317
2022-09-03 19:45:58,150.69.110.4,89.178.193.19,64936,4599,ICMP,487,Data,FTP,Natus voluptatum cupiditate quae neque ipsum optio. Tempora necessitatibus omnis. Exercitationem placeat et.,,18.78,Alert Triggered,Intrusion,Known Pattern B,Logged,Low,Kanav Borde,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/531.49.7 (KHTML, like Gecko) Version/4.0 Safari/531.49.7",Segment A,"Unnao, Rajasthan",,,,Firewall,2,2.17917243055234
2021-02-28 19:42:53,114.76.203.141,123.146.140.49,1610,7207,UDP,295,Control,FTP,Voluptate voluptatem maiores mollitia dolore sint rem. Qui nam nulla. Veniam libero fugiat.,,37.62,,Malware,Known Pattern B,Logged,High,Zain Kapur,"Mozilla/5.0 (Windows NT 5.01) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/26.0.801.0 Safari/535.2",Segment B,"Panipat, Nagaland",,,,Server,1,2.1515018323283797
2023-05-16 23:01:52,92.217.96.28,143.10.17.59,4718,2366,TCP,230,Control,HTTP,Possimus ipsum laboriosam quas deleniti iure itaque.,IoC Detected,47.58,,DDoS,Known Pattern A,Logged,High,Ishaan Sheth,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/534.33.1 (KHTML, like Gecko) Version/5.1 Safari/534.33.1",Segment C,"Latur, Assam",,,Alert Data,Firewall,1,2.2275731062530366
2020-03-02 22:10:38,94.33.197.128,26.44.206.243,62261,1079,ICMP,442,Control,FTP,"Aliquam iure quae quis alias. Eius aliquam voluptatibus tempora necessitatibus.
Assumenda velit autem quis voluptatum odit tempore. Est debitis placeat nam culpa.",IoC Detected,30.27,Alert Triggered,DDoS,Known Pattern B,Logged,High,Seher Mandal,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_2) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/63.0.897.0 Safari/532.1",Segment C,"Surendranagar Dudhrej, Himachal Pradesh",191.183.185.126,,,Firewall,2,2.338099626051425
2021-11-06 04:55:52,121.21.109.188,185.154.14.1,65278,54744,UDP,327,Data,FTP,Voluptates neque veniam nihil a hic. Odio occaecati aut sequi.,,84.92,,Malware,Known Pattern A,Blocked,Low,Priyansh Banik,Opera/9.60.(X11; Linux x86_64; sv-FI) Presto/2.9.175 Version/12.00,Segment B,"Guna, Uttar Pradesh",218.128.8.34,Log Data,Alert Data,Server,1,2.1404628345211347
2022-05-16 14:46:41,48.200.249.159,14.137.167.192,57871,65051,ICMP,227,Control,HTTP,"Repellendus aspernatur blanditiis esse commodi corrupti hic.
Reprehenderit voluptatem esse perferendis reiciendis officiis est. Saepe suscipit esse enim. Necessitatibus nisi ut eveniet.",IoC Detected,69.3,Alert Triggered,Malware,Known Pattern B,Ignored,High,Emir Dar,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 10.0; Trident/4.1),Segment A,"Guntur, Uttarakhand",,Log Data,Alert Data,Firewall,1,2.2353222223390956
2021-08-25 04:00:00,214.245.42.21,128.97.231.161,62206,1895,ICMP,251,Data,HTTP,Reiciendis ratione sed voluptatibus maiores cupiditate ipsa sed. Ipsum consequuntur quod numquam dolores expedita.,,40.99,,Intrusion,Known Pattern A,Ignored,Low,Prerak Karnik,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/48.0.885.0 Safari/536.0",Segment B,"Mangalore, Haryana",13.135.65.72,,,Server,1,2.345205211411085
2021-05-28 02:31:28,45.183.82.174,38.194.198.218,56513,4018,UDP,79,Data,HTTP,"Quisquam voluptatem eius quia. Consectetur totam saepe tempora.
Dicta tempore cupiditate iure. Corporis tempore iusto eum.",IoC Detected,63.84,,Malware,Known Pattern A,Ignored,High,Jayan Sant,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_4; rv:1.9.3.20) Gecko/9300-06-22 12:58:21 Firefox/10.0,Segment A,"Bally, Himachal Pradesh",,Log Data,Alert Data,Server,1,2.1412440863285482
2022-02-23 12:49:35,125.146.15.213,181.235.189.1,4562,1251,UDP,402,Control,HTTP,"At nesciunt repudiandae voluptatibus at. Perferendis voluptates deleniti ad doloremque debitis. Fuga adipisci consectetur iste maxime sunt.
Laboriosam magni sunt iste nobis. Voluptas rem veritatis.",,50.11,,Intrusion,Known Pattern A,Logged,High,Bhavin Kuruvilla,"Mozilla/5.0 (iPad; CPU iPad OS 7_1_2 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) CriOS/59.0.847.0 Mobile/01O330 Safari/533.0",Segment B,"Hyderabad, Manipur",129.116.61.125,,Alert Data,Firewall,1,2.2650568570036267
2021-03-19 16:28:21,10.187.118.131,118.150.18.242,60242,1283,TCP,366,Control,FTP,"Dolore ipsam ducimus saepe.
Dolore recusandae voluptate itaque sed eum nihil. Sapiente nesciunt beatae distinctio.",,50.04,Alert Triggered,Intrusion,Known Pattern A,Ignored,Low,Piya Butala,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/533.34.7 (KHTML, like Gecko) Version/5.1 Safari/533.34.7",Segment C,"Muzaffarnagar, Kerala",,,Alert Data,Server,1,2.286863258822916
2021-05-16 17:54:37,22.21.27.93,141.206.145.166,35798,1263,ICMP,1479,Control,DNS,Neque eligendi fugit. Nam distinctio expedita totam iste. Dolor similique nulla ullam nemo.,IoC Detected,87.88,Alert Triggered,Malware,Known Pattern B,Blocked,Low,Siya Bhakta,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_0 rv:3.0; ga-IE) AppleWebKit/535.9.4 (KHTML, like Gecko) Version/5.1 Safari/535.9.4",Segment A,"Arrah, Kerala",105.94.21.10,,Alert Data,Firewall,2,2.190443327892911
2022-12-24 03:17:31,20.251.75.75,169.156.1.96,64122,64068,UDP,546,Control,HTTP,"Quaerat consectetur exercitationem.
Eveniet quas sint repellat a recusandae officia debitis. Totam tempora ullam quis. Aliquid quo animi eos odit. Harum non consectetur error cumque.",IoC Detected,52.71,Alert Triggered,Intrusion,Known Pattern A,Blocked,High,Miraya Kalla,Opera/9.99.(X11; Linux x86_64; ia-FR) Presto/2.9.161 Version/10.00,Segment A,"Jalna, Manipur",,,,Server,2,2.1466018834593217
2021-12-07 19:29:49,79.165.189.159,190.50.223.138,60374,3158,TCP,463,Control,HTTP,"Impedit rem voluptatum sit. Laudantium doloribus explicabo possimus aliquid sit fugit.
Deserunt facilis necessitatibus molestiae ab minus. Odit provident quam soluta. Vel voluptate voluptates.",,85.16,Alert Triggered,DDoS,Known Pattern B,Ignored,Medium,Zeeshan Wali,Mozilla/5.0 (Windows NT 5.2; tg-TJ; rv:1.9.1.20) Gecko/3635-03-17 10:12:17 Firefox/3.6.13,Segment B,"Dewas, Tamil Nadu",1.224.121.219,,Alert Data,Server,2,2.197475738820495
2023-09-16 01:57:06,1.187.202.112,198.163.233.196,61291,65496,ICMP,182,Data,HTTP,"Doloribus nam odio nulla. Fuga labore eum quia repellendus. Saepe modi debitis odio quo.
Alias labore omnis consequatur nemo earum alias. Vel ex hic iure soluta deserunt nisi.",,67.23,,Malware,Known Pattern B,Blocked,Low,Manikya Dasgupta,Opera/8.63.(X11; Linux x86_64; mg-MG) Presto/2.9.185 Version/10.00,Segment A,"Tirunelveli, Kerala",,,Alert Data,Server,1,2.387506282985744
2020-09-02 20:52:07,39.254.180.181,112.57.64.183,2453,1241,TCP,220,Data,HTTP,Rerum nobis sed optio est. Laborum nihil ex officiis dolore quod animi repellat.,IoC Detected,1.76,,DDoS,Known Pattern B,Logged,Medium,Vritika Dey,Mozilla/5.0 (Android 4.4.4; Mobile; rv:18.0) Gecko/18.0 Firefox/18.0,Segment C,"Kulti, Himachal Pradesh",,,,Server,1,2.35657518137746
2023-04-19 02:53:49,136.110.220.155,24.231.16.87,65372,8195,TCP,280,Control,HTTP,Libero dolor officia nemo ipsam quod odit. Id saepe aliquam quam recusandae ipsa dignissimos.,,58.95,Alert Triggered,Intrusion,Known Pattern A,Logged,Low,Lavanya Magar,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_1 rv:4.0; nn-NO) AppleWebKit/531.3.2 (KHTML, like Gecko) Version/5.0.2 Safari/531.3.2",Segment A,"Bharatpur, Manipur",157.247.81.124,Log Data,Alert Data,Firewall,1,2.2441215540547783
2023-04-18 09:44:53,146.88.240.52,134.157.16.44,64107,62942,ICMP,361,Data,DNS,"Amet nobis nostrum non pariatur. Modi dolor quod. Aliquam officiis libero laudantium distinctio sed.
Eos beatae repellat blanditiis.",,5.0,,DDoS,Known Pattern B,Ignored,High,Kartik Brar,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.0; Trident/4.0),Segment B,"Gwalior, West Bengal",199.61.7.152,Log Data,Alert Data,Firewall,1,2.3636944283099757
2020-06-14 04:49:36,162.95.33.199,158.16.176.112,6371,2409,UDP,499,Control,FTP,Quidem ipsa reprehenderit laudantium minima vel suscipit laboriosam. Reprehenderit aliquid voluptatem. Doloremque cum quae est dolor. Ad tempore officia fuga incidunt dolor vero.,IoC Detected,58.52,,Malware,Known Pattern A,Blocked,Low,Vritika Chaudhari,Opera/8.90.(X11; Linux i686; bn-IN) Presto/2.9.177 Version/11.00,Segment A,"Gwalior, Bihar",128.116.132.68,,Alert Data,Server,1,2.181809515595935
2021-03-09 22:35:46,214.199.117.129,8.254.190.99,5018,62185,TCP,185,Data,DNS,Aut veniam totam fugiat nisi officiis molestias. Iusto possimus asperiores quibusdam.,IoC Detected,66.91,,DDoS,Known Pattern A,Ignored,Medium,Dhanush Sagar,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/53.0.833.0 Safari/532.2",Segment C,"Amaravati, Gujarat",140.104.117.0,Log Data,,Server,1,2.175834790688229
2021-06-29 00:14:27,117.111.126.188,207.78.173.249,1530,65143,UDP,432,Data,HTTP,Iste maxime necessitatibus perferendis aperiam. Earum magni nemo explicabo voluptates nam omnis consequuntur.,IoC Detected,8.77,Alert Triggered,DDoS,Known Pattern B,Logged,Medium,Kashvi Sinha,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) CriOS/34.0.813.0 Mobile/91T610 Safari/534.1",Segment C,"Bhind, Haryana",,,,Server,1,2.3953178460626106
2022-11-17 22:12:23,38.170.135.7,216.150.243.15,63696,60309,TCP,80,Data,FTP,Dolorum veniam quibusdam consequatur possimus. Incidunt aspernatur quas reiciendis. Quasi nostrum vitae voluptas fugiat autem aut eligendi.,IoC Detected,56.29,Alert Triggered,Malware,Known Pattern B,Logged,Low,Aarna Desai,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/4.0),Segment B,"Bhilwara, Chhattisgarh",,Log Data,Alert Data,Firewall,1,2.3407247973500103
2023-01-31 10:55:45,170.157.5.204,115.75.167.65,60799,65133,TCP,534,Control,HTTP,"Vel quibusdam consequatur. Iste maiores qui quo dolorum vel quisquam.
Est et nobis necessitatibus. Ut esse consequatur impedit incidunt corrupti. Quidem porro eveniet aperiam nam repellendus.",IoC Detected,75.74,Alert Triggered,Malware,Known Pattern A,Blocked,High,Armaan Tata,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/535.38.7 (KHTML, like Gecko) Version/4.0.2 Safari/535.38.7",Segment C,"Ballia, Meghalaya",,Log Data,Alert Data,Server,2,2.1533922133716343
2021-01-07 21:18:01,98.128.131.174,199.31.63.140,65111,55431,TCP,68,Control,FTP,Eum fuga necessitatibus optio. Voluptate ratione laudantium dolores. Cum fugit rerum voluptas.,,13.75,Alert Triggered,Malware,Known Pattern B,Ignored,Low,Azad Talwar,"Mozilla/5.0 (Windows NT 4.0) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/47.0.861.0 Safari/532.2",Segment B,"Karaikudi, Telangana",,Log Data,Alert Data,Server,1,2.253750426715847
2020-02-20 10:23:16,217.219.242.167,220.154.100.7,57480,4205,ICMP,125,Control,HTTP,"Nam minus ea mollitia inventore ipsa modi reprehenderit. Hic sapiente quas amet officia fugit voluptate sit.
Praesentium minus ex voluptates nesciunt dignissimos voluptatum. Libero vitae debitis.",IoC Detected,71.63,,Malware,Known Pattern A,Blocked,Low,Mannat Hora,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/27.0.886.0 Safari/535.2",Segment C,"Kurnool, Nagaland",109.174.249.201,Log Data,,Firewall,1,2.136475775840662
